ID	Length	Source	ExonCount	CDSLength	Coverage	Integrity
PdomMRNAr1.2-06022.1	980	VIGA	3	747	1.00	0.90
PdomMRNAr1.2-06023.1	8438	genemark	20	4902	1.00	0.99
PdomMRNAr1.2-06024.1	4959	snap	6	1041	0.68	0.32
PdomMRNAr1.2-06025.1	2481	snap	6	762	1.00	0.47
PdomMRNAr1.2-06026.1	973	genemark	3	312	1.00	0.90
PdomMRNAr1.2-06027.1	1254	snap	2	228	1.00	0.95
PdomMRNAr1.2-06028.1	2624	genemark	3	354	1.00	0.95
PdomMRNAr1.2-06029.1	845	snap	3	669	1.00	0.90
PdomMRNAr1.2-06030.1	4417	snap	4	732	0.00	0.00
PdomMRNAr1.2-06031.1	3315	snap	6	594	0.60	0.18
PdomMRNAr1.2-06032.1	13506	snap	9	3345	1.00	0.95
PdomMRNAr1.2-06033.1	2927	genemark	4	2178	1.00	1.00
PdomMRNAr1.2-06034.1	546	genemark	1	546	1.00	0.90
PdomMRNAr1.2-06035.1	2325	genemark	5	1467	1.00	0.95
PdomMRNAr1.2-06036.1	585	snap	2	438	0.10	0.03
PdomMRNAr1.2-06037.1	11304	snap	4	888	0.00	0.00
PdomMRNAr1.2-06038.1	1704	genemark	2	516	1.00	1.00
PdomMRNAr1.2-06039.1	1936	augustus	3	288	1.00	1.00
PdomMRNAr1.2-06040.1	638	genemark	3	213	0.00	0.00
PdomMRNAr1.2-06041.1	8641	augustus	5	939	0.99	0.95
PdomMRNAr1.2-06042.1	4738	augustus	5	2190	1.00	0.60
PdomMRNAr1.2-06043.1	4164	VIGA	6	963	1.00	0.99
PdomMRNAr1.2-06044.1	2521	snap	8	1185	1.00	1.00
PdomMRNAr1.2-06045.1	9976	genemark	14	2244	1.00	1.00
PdomMRNAr1.2-06046.1	10610	snap	12	2097	0.14	0.04
PdomMRNAr1.2-06047.1	1229	snap	3	204	0.50	0.17
PdomMRNAr1.2-06048.1	518	snap	2	243	0.78	0.24
PdomMRNAr1.2-06049.1	2051	snap	5	885	1.00	1.00
PdomMRNAr1.2-06050.1	1098	VIGA	1	1098	1.00	0.90
PdomMRNAr1.2-06052.1	970	snap	2	687	1.00	0.30
PdomMRNAr1.2-06053.1	1179	genemark	4	759	1.00	0.95
PdomMRNAr1.2-06054.1	5850	augustus	11	4887	1.00	0.84
PdomMRNAr1.2-06055.1	5882	genemark	15	1785	1.00	1.00
PdomMRNAr1.2-06056.1	2205	augustus	2	1848	1.00	0.30
PdomMRNAr1.2-06057.1	2217	augustus	8	1191	0.00	0.00
PdomMRNAr1.2-06058.1	2269	genemark	8	1506	1.00	0.81
PdomMRNAr1.2-06059.1	3188	genemark	10	1116	1.00	0.97
PdomMRNAr1.2-06060.1	1232	VIGA	3	669	0.23	0.07
PdomMRNAr1.2-06061.1	6830	genemark	11	4317	1.00	0.89
PdomMRNAr1.2-06062.1	4977	augustus	8	1146	0.95	0.51
PdomMRNAr1.2-06063.1	3162	genemark	4	1335	1.00	0.80
PdomMRNAr1.2-06064.1	2080	augustus	4	1575	1.00	0.70
PdomMRNAr1.2-06065.1	3456	snap	6	987	0.14	0.04
PdomMRNAr1.2-06066.1	26813	snap	5	2949	0.00	0.00
PdomMRNAr1.2-06067.1	7366	augustus	12	2004	0.63	0.52
PdomMRNAr1.2-06068.1	16039	VIGA	17	10173	0.47	0.41
PdomMRNAr1.2-06069.1	7227	augustus	3	5139	0.97	0.91
PdomMRNAr1.2-06070.1	3545	augustus	8	1275	1.00	1.00
PdomMRNAr1.2-06071.1	1961	snap	3	213	1.00	0.30
PdomMRNAr1.2-06072.1	11639	augustus	14	2772	0.74	0.36
PdomMRNAr1.2-06073.1	16200	augustus	7	2637	1.00	0.67
PdomMRNAr1.2-06074.1	8521	snap	12	1419	1.00	1.00
PdomMRNAr1.2-06075.1	1549	augustus	5	528	1.00	0.78
PdomMRNAr1.2-06076.1	1838	snap	5	222	1.00	0.30
PdomMRNAr1.2-06077.1	26386	snap	16	4602	1.00	0.83
PdomMRNAr1.2-06078.1	9265	augustus	11	2436	0.04	0.01
PdomMRNAr1.2-06079.1	1910	VIGA	2	1176	1.00	1.00
PdomMRNAr1.2-06080.1	2215	genemark	3	1143	1.00	0.98
PdomMRNAr1.2-06081.1	2003	VIGA	5	1455	1.00	0.90
PdomMRNAr1.2-06082.1	917	VIGA	2	279	0.89	0.32
PdomMRNAr1.2-06083.1	800	genemark	2	333	0.33	0.10
PdomMRNAr1.2-06084.1	2872	snap	5	1434	1.00	0.30
PdomMRNAr1.2-06085.1	2926	VIGA	5	702	1.00	1.00
PdomMRNAr1.2-06086.1	1920	snap	9	1305	1.00	0.52
PdomMRNAr1.2-06087.1	614	VIGA	3	435	1.00	0.90
PdomMRNAr1.2-06088.1	1253	augustus	4	702	0.97	0.94
PdomMRNAr1.2-06089.1	2527	augustus	7	453	0.91	0.82
PdomMRNAr1.2-06090.1	1834	snap	4	300	1.00	0.30
PdomMRNAr1.2-06091.1	2111	augustus	7	1209	1.00	0.95
PdomMRNAr1.2-06092.1	1350	VIGA	4	1089	0.00	0.00
PdomMRNAr1.2-06093.1	1008	VIGA	4	762	0.00	0.00
PdomMRNAr1.2-06094.1	1480	snap	5	840	0.29	0.26
PdomMRNAr1.2-06095.1	2843	augustus	3	243	0.46	0.14
PdomMRNAr1.2-06096.1	2652	augustus	9	891	1.00	0.93
PdomMRNAr1.2-06097.1	6342	genemark	13	1803	1.00	0.94
PdomMRNAr1.2-06098.1	6330	augustus	3	306	1.00	0.96
PdomMRNAr1.2-06099.1	1607	snap	8	807	0.95	0.54
PdomMRNAr1.2-06100.1	246	augustus	1	246	0.00	0.00
PdomMRNAr1.2-06102.1	10849	snap	5	354	0.06	0.02
PdomMRNAr1.2-06103.1	4825	genemark	2	2091	1.00	0.35
PdomMRNAr1.2-06104.1	3470	genemark	6	2328	1.00	1.00
PdomMRNAr1.2-06105.1	5965	snap	10	1440	0.96	0.79
PdomMRNAr1.2-06106.1	958	snap	4	273	0.23	0.07
PdomMRNAr1.2-06107.1	4171	genemark	9	1689	1.00	0.99
PdomMRNAr1.2-06108.1	3099	genemark	7	1245	1.00	0.99
PdomMRNAr1.2-06109.1	543	genemark	1	543	1.00	0.90
PdomMRNAr1.2-06110.1	1202	genemark	3	576	1.00	1.00
PdomMRNAr1.2-06111.1	1358	genemark	3	846	1.00	0.95
PdomMRNAr1.2-06112.1	27947	augustus	5	1248	0.26	0.08
PdomMRNAr1.2-06113.1	2794	snap	7	825	1.00	0.84
PdomMRNAr1.2-06114.1	15852	snap	8	393	0.43	0.13
PdomMRNAr1.2-06115.1	633	genemark	1	633	1.00	0.90
PdomMRNAr1.2-06117.1	3290	augustus	6	2655	1.00	0.93
PdomMRNAr1.2-06118.1	5104	augustus	11	2049	1.00	0.83
PdomMRNAr1.2-06119.1	768	genemark	3	288	0.90	0.57
PdomMRNAr1.2-06121.1	2500	genemark	2	369	0.00	0.00
PdomMRNAr1.2-06122.1	997	genemark	2	792	1.00	0.95
PdomMRNAr1.2-06123.1	16119	augustus	19	4998	0.98	0.76
PdomMRNAr1.2-06124.1	10907	snap	6	1947	1.00	0.97
PdomMRNAr1.2-06125.1	14723	genemark	11	1473	1.00	0.94
PdomMRNAr1.2-06126.1	2934	genemark	7	1518	1.00	0.99
PdomMRNAr1.2-06127.1	401	genemark	2	261	0.94	0.88
PdomMRNAr1.2-06128.1	1165	genemark	3	351	1.00	0.60
PdomMRNAr1.2-06129.1	213	VIGA	1	213	1.00	0.62
PdomMRNAr1.2-06130.1	3293	augustus	6	1152	0.00	0.00
PdomMRNAr1.2-06131.1	8261	VIGA	14	6063	1.00	0.95
PdomMRNAr1.2-06132.1	2319	augustus	5	1134	1.00	1.00
PdomMRNAr1.2-06133.1	1546	genemark	3	372	1.00	0.60
PdomMRNAr1.2-06134.1	2194	snap	7	1344	0.99	0.75
PdomMRNAr1.2-06135.1	5539	snap	4	204	0.18	0.05
PdomMRNAr1.2-06136.1	7927	genemark	7	864	1.00	0.99
PdomMRNAr1.2-06137.1	17761	augustus	7	1566	0.76	0.23
PdomMRNAr1.2-06138.1	309	snap	1	309	1.00	0.76
PdomMRNAr1.2-06139.1	1068	genemark	5	648	0.99	0.91
PdomMRNAr1.2-06140.1	1420	genemark	3	249	0.25	0.07
PdomMRNAr1.2-06141.1	827	genemark	2	519	0.33	0.10
PdomMRNAr1.2-06142.1	1474	snap	4	813	1.00	0.98
PdomMRNAr1.2-06143.1	1146	snap	1	1146	1.00	0.90
PdomMRNAr1.2-06144.1	5101	snap	3	1131	1.00	0.94
PdomMRNAr1.2-06145.1	1488	snap	6	612	0.72	0.51
PdomMRNAr1.2-06146.1	848	snap	3	435	0.89	0.62
PdomMRNAr1.2-06147.1	622	genemark	3	390	0.95	0.60
PdomMRNAr1.2-06148.1	2468	snap	3	207	0.73	0.22
PdomMRNAr1.2-06149.1	1370	snap	4	396	1.00	0.75
PdomMRNAr1.2-06150.1	2120	genemark	5	996	1.00	0.92
PdomMRNAr1.2-06151.1	10195	snap	6	267	0.85	0.67
PdomMRNAr1.2-06152.1	5133	snap	6	438	0.02	0.01
PdomMRNAr1.2-06153.1	945	augustus	3	777	1.00	0.90
PdomMRNAr1.2-06154.1	53923	augustus	30	6762	0.94	0.68
PdomMRNAr1.2-06155.1	2596	augustus	6	1701	1.00	0.99
PdomMRNAr1.2-06156.1	7227	genemark	3	330	1.00	0.65
PdomMRNAr1.2-06157.1	417	genemark	2	264	0.64	0.20
PdomMRNAr1.2-06158.1	3450	augustus	3	1446	1.00	0.60
PdomMRNAr1.2-06159.1	705	augustus	3	441	1.00	0.93
PdomMRNAr1.2-06160.1	9554	augustus	8	906	1.00	0.97
PdomMRNAr1.2-06161.1	3586	augustus	5	1596	1.00	0.95
PdomMRNAr1.2-06162.1	3950	augustus	7	3114	0.99	0.92
PdomMRNAr1.2-06163.1	1985	augustus	5	861	1.00	1.00
PdomMRNAr1.2-06164.1	665	genemark	2	273	0.99	0.30
PdomMRNAr1.2-06165.1	1623	augustus	5	657	0.82	0.75
PdomMRNAr1.2-06166.1	2383	augustus	2	234	1.00	0.35
PdomMRNAr1.2-06167.1	5356	genemark	4	1704	0.87	0.68
PdomMRNAr1.2-06168.1	2187	genemark	6	1056	0.97	0.94
PdomMRNAr1.2-06169.1	2253	VIGA	7	1746	1.00	0.70
PdomMRNAr1.2-06170.1	2474	genemark	5	1170	1.00	1.00
PdomMRNAr1.2-06171.1	13293	snap	12	4056	0.88	0.54
PdomMRNAr1.2-06172.1	1170	genemark	1	1170	1.00	0.90
PdomMRNAr1.2-06173.1	3908	genemark	10	2649	1.00	0.92
PdomMRNAr1.2-06174.1	1465	genemark	4	1062	1.00	0.95
PdomMRNAr1.2-06175.1	3933	genemark	8	1809	1.00	0.86
PdomMRNAr1.2-06176.1	5876	snap	13	3195	0.92	0.67
PdomMRNAr1.2-06177.1	3309	VIGA	4	915	1.00	0.98
PdomMRNAr1.2-06178.1	1423	augustus	2	693	1.00	0.90
PdomMRNAr1.2-06179.1	2581	genemark	3	1332	1.00	1.00
PdomMRNAr1.2-06180.1	3407	snap	5	975	1.00	0.99
PdomMRNAr1.2-06181.1	3921	augustus	13	2748	1.00	0.89
PdomMRNAr1.2-06182.1	5528	genemark	12	3585	1.00	0.91
PdomMRNAr1.2-06183.1	2089	genemark	7	1278	1.00	0.94
PdomMRNAr1.2-06185.1	3515	augustus	13	2232	0.19	0.23
PdomMRNAr1.2-06186.1	3888	snap	14	1818	0.98	0.90
PdomMRNAr1.2-06187.1	2037	genemark	5	570	1.00	1.00
PdomMRNAr1.2-06188.1	5219	genemark	15	3486	1.00	0.95
PdomMRNAr1.2-06189.1	1001	genemark	3	213	1.00	0.65
PdomMRNAr1.2-06190.1	10137	augustus	2	321	0.55	0.17
PdomMRNAr1.2-06191.1	7771	genemark	11	2133	1.00	0.96
PdomMRNAr1.2-06192.1	1819	genemark	2	1548	1.00	0.30
PdomMRNAr1.2-06193.1	1513	genemark	4	744	1.00	0.75
PdomMRNAr1.2-06194.1	1590	snap	5	783	0.05	0.02
PdomMRNAr1.2-06195.1	26952	augustus	35	9177	0.97	0.85
PdomMRNAr1.2-06196.1	938	augustus	4	687	0.99	0.70
PdomMRNAr1.2-06197.1	9281	augustus	4	753	1.00	1.00
PdomMRNAr1.2-06198.1	3275	VIGA	10	1908	1.00	1.00
PdomMRNAr1.2-06199.1	2075	VIGA	4	444	1.00	1.00
PdomMRNAr1.2-06200.1	2285	VIGA	4	558	1.00	1.00
PdomMRNAr1.2-06201.1	2310	VIGA	5	666	1.00	0.90
PdomMRNAr1.2-06202.1	228	genemark	1	228	0.00	0.00
PdomMRNAr1.2-06203.1	2781	genemark	7	1359	0.08	0.02
PdomMRNAr1.2-06204.1	7678	augustus	10	1413	1.00	0.68
PdomMRNAr1.2-06205.1	702	snap	3	486	1.00	0.60
PdomMRNAr1.2-06206.1	2754	snap	6	294	0.85	0.28
PdomMRNAr1.2-06207.1	5562	augustus	5	441	0.97	0.64
PdomMRNAr1.2-06208.1	5069	snap	5	462	0.17	0.05
PdomMRNAr1.2-06209.1	1494	snap	6	285	0.85	0.25
PdomMRNAr1.2-06210.1	1268	snap	2	822	1.00	1.00
PdomMRNAr1.2-06211.1	6580	VIGA	10	1254	1.00	0.91
PdomMRNAr1.2-06212.1	5585	VIGA	6	849	1.00	1.00
PdomMRNAr1.2-06213.1	5000	augustus	11	3126	0.99	0.83
PdomMRNAr1.2-06214.1	1708	augustus	3	480	1.00	0.30
PdomMRNAr1.2-06215.1	1318	augustus	2	921	1.00	0.94
PdomMRNAr1.2-06216.1	2305	augustus	5	1086	1.00	0.92
PdomMRNAr1.2-06217.1	2174	augustus	3	957	0.99	0.60
PdomMRNAr1.2-06218.1	15170	genemark	12	1974	1.00	1.00
PdomMRNAr1.2-06219.1	2746	augustus	7	1038	1.00	0.75
PdomMRNAr1.2-06220.1	1193	augustus	3	777	0.00	0.00
PdomMRNAr1.2-06221.1	19059	VIGA	17	3870	1.00	0.92
PdomMRNAr1.2-06222.1	1157	snap	3	927	0.00	0.00
PdomMRNAr1.2-06223.1	1169	genemark	4	417	0.05	0.02
PdomMRNAr1.2-06224.1	19657	genemark	26	5055	1.00	0.95
PdomMRNAr1.2-06225.1	5753	genemark	18	4101	0.99	0.83
PdomMRNAr1.2-06226.1	10430	genemark	25	4668	1.00	1.00
PdomMRNAr1.2-06227.1	1394	snap	3	879	1.00	0.65
PdomMRNAr1.2-06228.1	661	genemark	3	231	1.00	0.30
PdomMRNAr1.2-06229.1	1033	augustus	2	243	0.00	0.00
PdomMRNAr1.2-06230.1	2682	genemark	5	792	1.00	0.65
PdomMRNAr1.2-06231.1	5561	augustus	5	603	1.00	0.85
PdomMRNAr1.2-06232.1	639	genemark	1	639	1.00	0.90
PdomMRNAr1.2-06233.1	3489	genemark	14	2031	0.00	0.00
PdomMRNAr1.2-06234.1	8627	genemark	11	4695	1.00	1.00
PdomMRNAr1.2-06235.1	1764	genemark	5	975	1.00	0.95
PdomMRNAr1.2-06236.1	4184	VIGA	6	2550	1.00	1.00
PdomMRNAr1.2-06237.1	5101	augustus	12	2241	1.00	0.84
PdomMRNAr1.2-06238.1	12760	augustus	2	1245	0.00	0.00
PdomMRNAr1.2-06239.1	9078	VIGA	7	1437	1.00	0.91
PdomMRNAr1.2-06240.1	2022	augustus	6	1071	0.98	0.92
PdomMRNAr1.2-06241.1	2119	VIGA	5	663	1.00	0.95
PdomMRNAr1.2-06242.1	5170	augustus	8	1680	1.00	1.00
PdomMRNAr1.2-06243.1	4001	augustus	9	2430	0.98	0.92
PdomMRNAr1.2-06244.1	2753	snap	11	1395	1.00	0.95
PdomMRNAr1.2-06245.1	2151	snap	3	1032	0.96	0.64
PdomMRNAr1.2-06246.1	9826	VIGA	4	906	0.00	0.00
PdomMRNAr1.2-06247.1	10222	VIGA	13	7944	1.00	0.98
PdomMRNAr1.2-06248.1	3469	genemark	7	966	1.00	0.95
PdomMRNAr1.2-06249.1	4354	augustus	6	1155	0.00	0.00
PdomMRNAr1.2-06250.1	7617	genemark	14	6096	1.00	0.93
PdomMRNAr1.2-06251.1	2785	genemark	5	1845	1.00	0.81
PdomMRNAr1.2-06252.1	2709	genemark	6	1068	1.00	0.95
PdomMRNAr1.2-06253.1	3260	VIGA	5	768	1.00	1.00
PdomMRNAr1.2-06254.1	10365	VIGA	5	975	1.00	0.98
PdomMRNAr1.2-06255.1	3810	genemark	8	1176	1.00	1.00
PdomMRNAr1.2-06256.1	2391	genemark	9	1164	1.00	0.80
PdomMRNAr1.2-06257.1	4867	genemark	11	1773	1.00	0.95
PdomMRNAr1.2-06258.1	1627	augustus	5	1104	0.19	0.06
PdomMRNAr1.2-06259.1	2684	snap	3	336	1.00	0.30
PdomMRNAr1.2-06260.1	1134	genemark	1	1134	1.00	0.90
PdomMRNAr1.2-06262.1	8624	augustus	3	534	0.42	0.15
PdomMRNAr1.2-06263.1	8129	snap	8	585	0.88	0.26
PdomMRNAr1.2-06264.1	16582	augustus	21	8385	1.00	0.94
PdomMRNAr1.2-06265.1	16685	VIGA	18	6078	0.97	0.92
PdomMRNAr1.2-06266.1	5155	VIGA	10	4101	0.96	0.83
PdomMRNAr1.2-06267.1	1998	VIGA	4	1218	1.00	0.75
PdomMRNAr1.2-06269.1	855	genemark	4	453	0.00	0.00
PdomMRNAr1.2-06270.1	1888	genemark	3	597	1.00	0.95
PdomMRNAr1.2-06271.1	1302	genemark	2	1146	1.00	0.94
PdomMRNAr1.2-06272.1	909	genemark	4	456	0.10	0.03
PdomMRNAr1.2-06273.1	648	genemark	1	648	1.00	0.90
PdomMRNAr1.2-06274.1	1512	genemark	4	870	1.00	0.91
PdomMRNAr1.2-06275.1	12034	augustus	11	2751	1.00	0.78
PdomMRNAr1.2-06276.1	1063	snap	5	423	0.68	0.21
PdomMRNAr1.2-06277.1	3315	genemark	9	2565	0.99	0.82
PdomMRNAr1.2-06278.1	1817	genemark	6	1320	1.00	0.94
PdomMRNAr1.2-06279.1	6954	genemark	16	2682	1.00	0.89
PdomMRNAr1.2-06280.1	3078	genemark	1	3078	1.00	0.90
PdomMRNAr1.2-06281.1	9366	genemark	6	786	1.00	0.94
PdomMRNAr1.2-06282.1	476	genemark	2	234	1.00	0.30
PdomMRNAr1.2-06283.1	1954	augustus	4	360	1.00	0.92
PdomMRNAr1.2-06284.1	15240	genemark	14	2676	1.00	0.97
PdomMRNAr1.2-06285.1	759	snap	4	270	0.67	0.20
PdomMRNAr1.2-06286.1	8574	augustus	6	1032	0.75	0.46
PdomMRNAr1.2-06287.1	1298	snap	5	543	0.56	0.17
PdomMRNAr1.2-06288.1	3004	snap	5	351	0.58	0.17
PdomMRNAr1.2-06289.1	2978	augustus	5	1359	1.00	0.95
PdomMRNAr1.2-06290.1	14934	augustus	8	6885	1.00	0.60
PdomMRNAr1.2-06291.1	9778	augustus	4	1536	1.00	1.00
PdomMRNAr1.2-06292.1	5237	snap	8	1248	1.00	0.78
PdomMRNAr1.2-06293.1	480	snap	4	210	1.00	0.30
PdomMRNAr1.2-06294.1	1626	genemark	6	1134	1.00	0.67
PdomMRNAr1.2-06295.1	8196	snap	6	510	0.55	0.16
PdomMRNAr1.2-06296.1	2106	snap	5	1440	1.00	0.95
PdomMRNAr1.2-06297.1	390	genemark	2	315	0.00	0.00
PdomMRNAr1.2-06298.1	8069	augustus	6	1614	1.00	1.00
PdomMRNAr1.2-06299.1	10964	snap	8	291	0.45	0.13
PdomMRNAr1.2-06300.1	1023	augustus	3	645	0.03	0.01
PdomMRNAr1.2-06301.1	3799	augustus	12	2889	1.00	0.74
PdomMRNAr1.2-06302.1	13331	augustus	21	3453	1.00	0.91
PdomMRNAr1.2-06303.1	3159	augustus	6	492	1.00	1.00
PdomMRNAr1.2-06304.1	1839	augustus	1	1839	1.00	0.90
PdomMRNAr1.2-06305.1	14051	augustus	24	7596	1.00	0.79
PdomMRNAr1.2-06306.1	9520	augustus	17	3732	1.00	0.85
PdomMRNAr1.2-06307.1	1565	augustus	4	783	0.98	0.94
PdomMRNAr1.2-06308.1	3303	augustus	3	2511	1.00	0.60
PdomMRNAr1.2-06309.1	3180	snap	8	1521	0.05	0.01
PdomMRNAr1.2-06310.1	1238	genemark	2	471	1.00	0.32
PdomMRNAr1.2-06311.1	737	genemark	3	372	0.15	0.04
PdomMRNAr1.2-06312.1	20020	augustus	20	13110	1.00	0.82
PdomMRNAr1.2-06313.1	5355	snap	6	435	0.15	0.05
PdomMRNAr1.2-06314.1	986	snap	2	810	1.00	0.90
PdomMRNAr1.2-06315.1	9768	augustus	2	399	0.95	0.31
PdomMRNAr1.2-06317.1	315	genemark	1	315	0.00	0.00
PdomMRNAr1.2-06318.1	8365	genemark	13	4197	1.00	0.90
PdomMRNAr1.2-06319.1	4252	genemark	9	1293	1.00	1.00
PdomMRNAr1.2-06320.1	13156	snap	12	2268	0.99	0.85
PdomMRNAr1.2-06321.1	5996	snap	9	2205	1.00	0.80
PdomMRNAr1.2-06322.1	8947	augustus	5	837	1.00	0.81
PdomMRNAr1.2-06323.1	1828	augustus	3	528	1.00	0.97
PdomMRNAr1.2-06324.1	3438	augustus	6	1527	1.00	0.86
PdomMRNAr1.2-06325.1	2103	genemark	4	399	1.00	1.00
PdomMRNAr1.2-06326.1	2595	genemark	6	1404	1.00	1.00
PdomMRNAr1.2-06327.1	303	augustus	2	213	0.11	0.03
PdomMRNAr1.2-06329.1	2561	genemark	6	1962	1.00	0.95
PdomMRNAr1.2-06330.1	2718	VIGA	5	879	1.00	0.97
PdomMRNAr1.2-06331.1	6426	snap	7	738	0.84	0.25
PdomMRNAr1.2-06332.1	13845	VIGA	8	2688	0.88	0.88
PdomMRNAr1.2-06333.1	2481	snap	3	270	0.57	0.22
PdomMRNAr1.2-06334.1	1900	snap	5	726	0.97	0.79
PdomMRNAr1.2-06335.1	3333	snap	4	336	0.92	0.28
PdomMRNAr1.2-06336.1	3548	snap	12	1566	1.00	0.79
PdomMRNAr1.2-06337.1	5034	augustus	4	915	1.00	1.00
PdomMRNAr1.2-06338.1	9075	augustus	6	2121	1.00	0.90
PdomMRNAr1.2-06339.1	3405	augustus	9	1467	0.99	0.65
PdomMRNAr1.2-06340.1	24388	augustus	4	1515	0.88	0.47
PdomMRNAr1.2-06341.1	2892	augustus	2	300	0.23	0.07
PdomMRNAr1.2-06342.1	6826	augustus	7	4470	0.99	0.95
PdomMRNAr1.2-06343.1	13388	augustus	11	7014	1.00	0.75
PdomMRNAr1.2-06344.1	5507	augustus	9	2643	1.00	0.84
PdomMRNAr1.2-06345.1	1902	snap	5	753	0.99	0.70
PdomMRNAr1.2-06346.1	576	genemark	3	396	0.00	0.00
PdomMRNAr1.2-06347.1	1730	genemark	3	957	0.83	0.59
PdomMRNAr1.2-06348.1	2923	snap	5	2055	1.00	0.70
PdomMRNAr1.2-06349.1	2480	snap	3	333	0.08	0.02
PdomMRNAr1.2-06350.1	3861	snap	8	1635	0.95	0.69
PdomMRNAr1.2-06351.1	3369	augustus	1	3369	1.00	0.90
PdomMRNAr1.2-06352.1	406	genemark	2	267	0.99	0.32
PdomMRNAr1.2-06353.1	3335	genemark	7	1875	1.00	1.00
PdomMRNAr1.2-06354.1	2710	snap	8	1884	1.00	0.95
PdomMRNAr1.2-06355.1	2231	VIGA	5	1362	1.00	0.98
PdomMRNAr1.2-06356.1	8533	augustus	7	3489	1.00	0.65
PdomMRNAr1.2-06357.1	4433	augustus	8	1038	1.00	0.98
PdomMRNAr1.2-06358.1	5059	genemark	16	2559	1.00	0.92
PdomMRNAr1.2-06359.1	3661	genemark	4	825	1.00	1.00
PdomMRNAr1.2-06360.1	16212	augustus	14	7314	1.00	0.80
PdomMRNAr1.2-06361.1	1744	genemark	2	1614	0.99	0.31
PdomMRNAr1.2-06362.1	744	snap	2	243	0.00	0.00
PdomMRNAr1.2-06363.1	9956	snap	5	474	0.00	0.00
PdomMRNAr1.2-06365.1	2145	augustus	6	912	0.05	0.01
PdomMRNAr1.2-06366.1	2910	snap	5	582	1.00	0.95
PdomMRNAr1.2-06367.1	13253	augustus	9	1539	1.00	0.73
PdomMRNAr1.2-06368.1	9322	augustus	8	1545	0.82	0.42
PdomMRNAr1.2-06369.1	3265	snap	5	342	0.31	0.09
PdomMRNAr1.2-06370.1	9065	snap	5	384	0.70	0.21
PdomMRNAr1.2-06371.1	6141	snap	6	267	0.42	0.16
PdomMRNAr1.2-06372.1	2709	snap	8	408	0.25	0.08
PdomMRNAr1.2-06373.1	3261	genemark	6	423	1.00	0.92
PdomMRNAr1.2-06374.1	3157	snap	7	1332	0.96	0.39
PdomMRNAr1.2-06375.1	13323	VIGA	5	1512	0.99	0.95
PdomMRNAr1.2-06376.1	249	snap	1	249	0.98	0.67
PdomMRNAr1.2-06377.1	3052	genemark	6	354	1.00	0.83
PdomMRNAr1.2-06378.1	832	snap	2	243	1.00	0.30
PdomMRNAr1.2-06379.1	11973	snap	16	4008	1.00	0.92
PdomMRNAr1.2-06380.1	10626	augustus	8	1059	0.95	0.54
PdomMRNAr1.2-06381.1	1447	snap	4	225	0.82	0.25
PdomMRNAr1.2-06382.1	748	augustus	3	333	0.85	0.58
PdomMRNAr1.2-06383.1	21533	augustus	12	2409	0.73	0.65
PdomMRNAr1.2-06384.1	6871	augustus	9	2073	1.00	0.91
PdomMRNAr1.2-06385.1	981	snap	1	981	1.00	0.90
PdomMRNAr1.2-06386.1	1950	snap	5	390	0.84	0.40
PdomMRNAr1.2-06387.1	1648	augustus	5	879	1.00	0.50
PdomMRNAr1.2-06388.1	659	snap	4	285	1.00	0.30
PdomMRNAr1.2-06389.1	752	snap	4	462	1.00	0.70
PdomMRNAr1.2-06390.1	633	snap	2	312	0.79	0.24
PdomMRNAr1.2-06391.1	11397	snap	3	849	0.30	0.09
PdomMRNAr1.2-06392.1	853	snap	3	279	1.00	0.30
PdomMRNAr1.2-06393.1	1618	genemark	5	981	0.95	0.44
PdomMRNAr1.2-06394.1	1386	genemark	5	918	0.90	0.27
PdomMRNAr1.2-06395.1	6984	genemark	9	4215	1.00	0.93
PdomMRNAr1.2-06396.1	4447	snap	8	3333	1.00	0.95
PdomMRNAr1.2-06397.1	1551	genemark	4	741	1.00	0.91
PdomMRNAr1.2-06398.1	9169	augustus	10	318	1.00	0.93
PdomMRNAr1.2-06399.1	12582	genemark	11	2283	1.00	0.92
PdomMRNAr1.2-06400.1	2241	augustus	3	354	0.73	0.22
PdomMRNAr1.2-06401.1	1011	augustus	1	1011	0.00	0.00
PdomMRNAr1.2-06402.1	4874	VIGA	10	2484	1.00	1.00
PdomMRNAr1.2-06404.1	16088	VIGA	17	3696	1.00	1.00
PdomMRNAr1.2-06405.1	531	snap	2	234	1.00	0.30
PdomMRNAr1.2-06406.1	978	VIGA	3	618	0.04	0.01
PdomMRNAr1.2-06407.1	1481	genemark	4	789	1.00	0.95
PdomMRNAr1.2-06408.1	14850	genemark	10	2688	0.91	0.97
PdomMRNAr1.2-06409.1	3585	VIGA	2	1233	1.00	1.00
PdomMRNAr1.2-06410.1	2420	genemark	10	513	0.73	0.74
PdomMRNAr1.2-06411.1	697	genemark	2	444	1.00	0.95
PdomMRNAr1.2-06412.1	1146	snap	4	576	0.00	0.00
PdomMRNAr1.2-06413.1	535	snap	2	258	1.00	0.36
PdomMRNAr1.2-06414.1	1267	snap	3	459	1.00	0.30
PdomMRNAr1.2-06415.1	688	snap	3	345	0.91	0.27
PdomMRNAr1.2-06416.1	2426	genemark	7	1527	0.71	0.31
PdomMRNAr1.2-06417.1	7839	augustus	9	1836	0.60	0.48
PdomMRNAr1.2-06418.1	3867	augustus	6	2514	1.00	1.00
